Codigo,CategoriaCadastro,NomeCadastro
5963,LUM INDUSTRIAL,LUMINARIA INDUSTRIAL UFO-01 200W
5964,REFLETOR,LUMINARIA REFLETOR SOLAR 200W
5965,LAMPADA,LÂMPADA LED BULBO T80 40W 6500K
5966,LAMPADA,LÂMPADA LED BULBO T100 50W 6500K
5967,LAMPADA,LAMPADA LED BULBO T70 30W
5970,PENDENTE,PENDENTE LP-803 85W 3500K
5972,ARANDELA,ARANDELA SELENE-001D 3 EM 1
5973,ARANDELA,ARANDELA SELENE-001P 3 EM 1
5978,ARANDELA,ARANDELA LED ALM-101BR 4W 3000K
5979,ARANDELA,ARANDELA LED ALM-102BR 6W 3000K
5980,PENDENTE,PENDENTE LP-602S 35W 3 EM 1
5981,LUM EMBUTIR,LUMINARIA DE EMBUTIR PL-004B 18W
5982,LUM EMBUTIR,LUMINARIA DE EMBUTIR PL-005B 24W
5983,LUM SOBREPOR,LUMINARIA DE SOBREPOR LT-018B 18W
5984,LUM SOBREPOR,LUMINARIA DE SOBREPOR LT-024B 24W
5985,LAMPADA,BULBO LED 65W E27 6500K
5986,LAMPADA,BULBO LED 80W E27 6500K
5987,LAMPADA,BULBO LED 100W E27 6500K
5989,ABAJUR,ABAJUR TOUCH RECARREGAVEL ATS-001
5990,ABAJUR,ABAJUR TOUCH RECARREGAVEL ATS-003
5991,ABAJUR,ABAJUR CLASSIC-001
5992,ABAJUR,ABAJUR CLASSIC-002
5993,LUM SOBREPOR,LUMINÁRIA SELENE-003D
5994,LUM SOBREPOR,LUMINÁRIA SELENE-003P
5995,LUM SOBREPOR,LUMINÁRIA SELENE-Q-002D
5996,LUM SOBREPOR,LUMINÁRIA SELENE-Q-002P
5997,ABAJUR,ABAJUR SLIM-001 E27X1
5998,ABAJUR,ABAJUR HORUS-001P E2X1
5999,ABAJUR,ABAJUR HORUS-001B E27X1
6000,ABAJUR,ABAJUR DROP-001P E27X1
6001,ABAJUR,ABAJUR DROP-001B E27X1 - CUPULA
6002,ABAJUR,ABAJUR FAT-001VM E27X1
6003,ABAJUR,ABAJUR FAT-001B E27X1
6004,ABAJUR,ABAJUR FAT-001P E27X1
6005,LUMINARIA,LUMINARIA PLAFON RL-001C 22W 3 EM 1
6006,ARANDELA,ARANDELA LA-002M
6007,ARANDELA,LUSTRE ARANDELA LA-003M
6008,ARANDELA,LUSTRE ARANDELA LA-001M
6009,ARANDELA,ARANDELA ORBE-102M
6010,PENDENTE,LUMINARIA PENDENTE ACR-002D 28W
6011,PERFIL LED,LUMINARIA PERFIL PE-P001 3M
6012,PERFIL LED,LUMINARIA PERFIL PE-G001 2M
6013,PERFIL LED,LUMINARIA PERFIL PE-G001 3M
6014,PERFIL LED,LUMINÁRIA PERFIL PE-R001 3M
6015,PERFIL LED,LUMINÁRIA PERFIL PE-R002 3M
6016,PERFIL LED,LUMINÁRIA PERFIL PE-R003 3M
6017,PERFIL LED,LUMINÁRIA PERFIL PE-V001 1M
6018,PERFIL LED,LUMINÁRIA PERFIL PE-V001 2M
6019,PERFIL LED,PERFIL PE-S001B 3M BRANCA
6020,PERFIL LED,PERFIL PE-S002B 3M BRANCO
6021,PERFIL LED,PERFIL PE-S003B 3M BRANCO
6022,PERFIL LED,PERFIL PE-S004 3M
6023,PERFIL LED,PERFIL EMBUTIR PE002B 3M 23.6x7MM
6024,PERFIL LED,PERFIL EMBUTIR PE003B 3M 24.2x14.3MM
6025,PERFIL LED,LUM. PERFIL EMBUTIR PE002B 2M 23.6MMx7MM
6026,PERFIL LED,LUM. PERFIL EMBUTIR PE003B 2M 24.2MMx14.3MM
6027,PERFIL LED,"PERFIL DE EMBUTIR PE006 2M 24,2MMx18MM"
6028,PERFIL LED,"LUM. PERFIL EMBUTIR PE009 3M 24,2MMx18MM"
6029,LUSTRE,LUSTRE LTF-001D E14x8
6030,LUM EMERGENCIA,LUMINÁRIA DE EMERGÊNCIA 2W 30LEDS 6500K
6031,PENDENTE,PENDENTE LED INFINITE-001G 7W 3 EM 1
6032,PERFIL LED,PERFIL EMBUTIR PE-C001 2M
6033,PERFIL LED,PERFIL EMBUTIR PE-C001 3M
6034,PERFIL LED,PERFIL EMBUTIR PE-C002 2M
6035,PERFIL LED,PERFIL EMBUTIR PE-C002 3M
6036,PERFIL LED,PERFIL EMBUTIR PE-E001C 2M CINZA
6038,LUM EMBUTIR,LUMINARIA PANEL LED 1240X310MM 48W 6500K 100-240V ALUMINIO
6039,PENDENTE,PENDENTE LED ACR-201D 82W 3500K
6040,PENDENTE,PENDENTE LED ACR-200D 41W 3500K
6041,PENDENTE,PENDENTE LED SQUARES-001M 90W 3500K
6045,FONTE P/ PERFIL,FONTE P/ PERFIL 5A 24V 120W
6046,FONTE P/ PERFIL,FONTE P/ PERFIL 6.25A 24V 150W
6047,ABAJUR,ABAJUR CLASSIC-003B E27x1
6048,LUM SOBREPOR,LUMINARIA SOBREPOR LP-S002B 48W 3 EM 1
6049,LUM SOBREPOR,LUMINARIA SOBREPOR LP-S002D 48W 3 EM 1
6050,LUM SOBREPOR,LUMINARIA SOBREPOR LP-S003B 55W 3 EM 1
6051,LUM SOBREPOR,LUMINARIA SOBREPOR LP-S003D 55W 3 EM 1
6052,LUM SOBREPOR,LUMINARIA SOBREPOR ECLIPSE-001P 44W 3 EM 1
6053,LUM SOBREPOR,LUMINARIA SOBREPOR ECLIPSE-001D 44W 3 EM 1
6054,LUM SOBREPOR,LUMINARIA SOBREPOR GEO-001P 48W 3 EM 1
6055,LUM SOBREPOR,LUMINARIA SOBREPOR GEO-001D 48W 3 EM 1
6056,LUM DE CHÃO,LUMINÁRIA DE CHÃO LC-601D 9W 3000K
6057,LUM DE MESA,LUMINÁRIA DE MESA ACRÍLICO LMA-001D 5W 3000K
6058,PENDENTE,PENDENTE ACR-003D 20W 3 EM 1
6059,PENDENTE,PENDENTE ILUSION-002D 85W 3500K
6060,PENDENTE,PENDENTE ILUSION-001D 60W 3500K
6061,PENDENTE,PENDENTE LED SQUARES-003M 90W 3000K
6064,PENDENTE,PENDENTE LP-04A 40W 3000K
6065,CABO DE SUSPENSÃO,CABO DE SUSPENSÃO P/ PERFIL CSP-001 2M
6066,LUSTRE,LUSTRE LTR-017 E14X12
6067,LUSTRE,LUSTRE LTR-018 E14X16
6068,LUSTRE,LUSTRE LTR-019 E14X10
6069,ARANDELA,ARANDELA LA-006 E14x2
6071,ARANDELA,ARANDELA LED GOLD BAR AGB-001D 8W 3 EM 1
6072,ARANDELA,ARANDELA LED LA-001P 3EM1 12W 3 EM 1
6073,ARANDELA,ARANDELA LED LA-002P 3EM1 24W 3 EM 1
6074,ARANDELA,ARANDELA LED LA-001A 3EM1 12W 3 EM 1
6075,ARANDELA,ARANDELA LED LA-002A 3EM1 24W 3 EM 1
6076,PENDENTE,PENDENTE LPL-008A 15W 3000K
6077,ARANDELA,ARANDELA LED ALM-103BR 8W 3000K
6078,FONTE P/ PERFIL,FONTE P/ PERFIL 1A 24V 24W
6079,FONTE P/ PERFIL,FONTE P/ PERFIL 1.5A 24V 36W
6080,FONTE P/ PERFIL,FONTE P/ PERFIL 2.5A 24V 60W
6081,FONTE P/ PERFIL,FONTE P/ PERFIL 4.25A 24V 100W
6083,PENDENTE,PENDENTE LED SQUARES-002M 46W 3000K
6084,PENDENTE,PENDENTE ACRILICO ACR-300P 90W 3000K
6085,PENDENTE,PENDENTE ACRÍLICO ACR-301P 135W 3000K
6086,PENDENTE,PENDENTE LP-601A 10W 3 EM 1
6087,PENDENTE,PENDENTE ACR-007D 7W 3 EM 1
6088,ARANDELA,ARANDELA ALA-004D 10W 3000K
6089,ARANDELA,ARANDELA ALA-005D 10W 3000K
6092,LUM URBANA,LUMINÁRIA PARA POSTE COM FOTOCÉLULA LPP-050A 50W 5000K
6093,LUM URBANA,LUMINÁRIA PARA POSTE COM FOTOCÉLULA LPP-100A 100W 5000K
6094,LUM URBANA,LUMINÁRIA PARA POSTE COM FOTOCÉLULA LPP-150A 150W 5000K
6095,LUM URBANA,LUMINÁRIA PARA POSTE COM FOTOCÉLULA LPP-200A 200W 5000K
6096,PENDENTE,PENDENTE LPB-001 E27x1
6097,PENDENTE,PENDENTE LPB-002 E27x1
6098,PENDENTE,PENDENTE LPB-003 E27x1
6099,PENDENTE,PENDENTE LPB-004 E27x1
6100,PENDENTE,PENDENTE LPB-005 E27x1
6101,PENDENTE,PENDENTE LPB-006 E27x1
6102,PENDENTE,PENDENTE LPB-007 E27x1
6103,PENDENTE,PENDENTE LP-101A 15W 3000K
6104,FITA LED P/ PERFIL,FITA LED PERFIL 2835 3000K 5M
6105,FITA LED P/ PERFIL,FITA LED PERFIL 2835 4000K 5M
6106,FITA LED P/ PERFIL,FITA LED PERFIL 2835 3000K 240LEDS
6107,FITA LED P/ PERFIL,FITA LED PERFIL 2835 4000K 240LEDS
6108,LUM SOBREPOR,LUMINARIA SOBREPOR LP-S004B 20W 3 EM 1
6109,PENDENTE,PENDENTE LP-023B SMD 25W 3 EM 1
6110,PENDENTE,PENDENTE LP-602A 20W 3000K
6111,PENDENTE,LUMINARIA LED PENDENTE LP-404A 86W 3000K
6112,PENDENTE,PENDENTE LED LP-026D 60W 3 EM 1
6113,PENDENTE,PENDENTE ACR-203B 75W 3000K
6115,LAMPADA,LAMPADA LED MR16 GU10 6.5W 3000K
6116,LAMPADA,LAMPADA LED MR16 GU10 6.5W 6500K
6117,PENDENTE,PENDENTE LED LUX-001 7W 3000K
6118,PENDENTE,PENDENTE LED LUX-002 10W 3000K
6119,PENDENTE,PENDENTE LED LUX-003 7W 3000K
6120,PENDENTE,PENDENTE PLN-001C 15W 3 EM 1
6121,PENDENTE,PENDENTE LED LP-900P 135W 3000K
6122,PENDENTE,PENDENTE LED LP-017M 45W 3 EM 1
6123,LUM SOBREPOR,LUMINÁRIA DE SOBREPOR LSQ-001P GU10x1
6124,LUM SOBREPOR,LUMINÁRIA DE SOBREPOR LSQ-002P E27x1
6125,LUM DE CHÃO,LUMINÁRIA DE CHÃO LED LC-920 12W 4000K
6126,LUM DE CHÃO,LUMINÁRIA DE CHÃO LED LC-930 23W 4000K
6127,LUM DE CHÃO,LUMINÁRIA DE CHÃO LED LC-940 15W 4000K
6128,LUM DE MESA,LUMINÁRIA DE MESA LED LM-301N 16W 4000K
6129,LUM SOBREPOR,LUMINÁRIA SOBREPOR LED LP-S005N 11W 3000K
6130,PENDENTE,PENDENTE LED SQUARES-004C 135W 3000K
6131,LUSTRE,LUSTRE LED LTP-002A 45W 3000K
6133,FITA LED P/ PERFIL,FITA LED 2835 FTA-001 3000K 12V 240LEDS 10MM 5M IP20
6134,FITA LED P/ PERFIL,FITA LED 2835 FTA-002 4000K 12V 120LEDS 8mm 5M IP20
6135,FITA LED P/ PERFIL,FITA LED 2835 FTA-002 3000K 12V 120LEDS 8mm 5M IP20
6136,FITA LED P/ PERFIL,FITA LED 2835 FTA-004 2700K 12V 120LEDS 8mm 5M IP68
6137,FITA LED P/ PERFIL,FITA LED 3535 FTA-005 2700K 220V 120LEDS 8mm 100M
6138,FITA LED P/ PERFIL,FITA LED 3535 FTA-005 2700K 220V 120LEDS 8mm 100M
6139,PERFIL LED,"LUM. PERFIL SOBREPOR PE010 3M 23MMx26,7MM"
6140,PERFIL LED,"LUM. PERFIL SOBREPOR PE007 2M 23MMx26,7MM"
6141,PERFIL LED,"LUM. PERFIL DE SOBREPOR PE007P 2M 26MMx26,7MM"
6142,PERFIL LED,"LUM. PERFIL EMBUTIR PE008 2M 36MMx26,7MM"
6143,PERFIL LED,"LUM. PERFIL EMBUTIR PE011 3M 36MMx26,7MM"
6144,ESPETO JARDIM,LUMINARIA ESPETO DE JARDIM EJL-001P 10W PR 3000K
6145,ESPETO JARDIM,LUMINARIA ESPETO DE JARDIM EJL-002P 10W PR 3000K
6146,ESPETO JARDIM,LUMINARIA ESPETO DE JARDIM EJL-002P 10W PR 6500K
6147,ESPETO JARDIM,LUMINARIA ESPETO DE JARDIM EJL-002P 10W PR VERDE
6148,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-001P 10W 3000K
6149,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-001P 10W 6500K
6150,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-001B 10W 3000K
6151,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-001B 10W 6500K
6152,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-002P 10W 3000K
6153,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-002P 10W 6500K
6154,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-002B 10W 3000K
6155,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-002B 10W 6500K
6156,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-003P 20W 3000K
6157,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-003P 20W 6500K
6158,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-003B 20W 3000K
6159,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-003B 20W 6500K
6160,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-004P 20W 3000K
6161,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-004P 20W 6500K
6162,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-004B 20W 3000K
6163,LUM TRILHO,LUMINARIA TRILHO HORIZONTAL LTH-004B 20W 6500K
6164,BALIZADOR,LUMINARIA BALIZADOR LED VERTICAL BL01-30P 8W 3000K 30CM
6165,BALIZADOR,LUMINARIA BALIZADOR LED VERTICAL BL01-30P 8W 3000K 65CM
6166,BALIZADOR,LUMINARIA BALIZADOR LED VERTICAL BL02-30P 8W 3000K 30CM
6167,BALIZADOR,LUMINARIA BALIZADOR LED VERTICAL BL02-30P 8W 3000K 65CM
6168,BALIZADOR,LUMINARIA BALIZADOR LED SOLAR BLS-001P 3000K
6169,BALIZADOR,ARANDELA LED SOLAR ALS-001P 2W 3000K
6170,PENDENTE,PENDENTE LED NTL-008 3000K 5W
6171,LUSTRE,LUSTRE LED LTJ-001 120W 3000K
6172,LUSTRE,LUSTRE LED LTJ-002 160W 3000K
6173,LUSTRE,LUSTRE LED LTJ-003 800W 3000K
6175,LUM DE CHÃO,LUMINÁRIA DE CHÃO LED LC-900P 26W 4000K
6176,LUSTRE,LUSTRE LTR-022 E14x14
6177,LUSTRE,LUSTRE LTR-023 E14x28
6178,LUSTRE,LUSTRE LTR-024 E14x16
6179,LUSTRE,LUSTRE LTR-025 E14x6
6180,LUSTRE,LUSTRE LTR-026 E14x17
6181,LUSTRE,LUSTRE LTR-027 E14x37
6182,ARANDELA,ARANDELA LA-601S 10W 3000K
6183,FITA LED P/ PERFIL,FITA LED 2835 FTA-003 3000K 12V 120LEDS 5MM 5M IP20
6184,FITA LED P/ PERFIL,FITA LED 2835 FTA-001 4000K 12V 240LEDS 5M IP20 10mm
6185,PENDENTE,LUMINARIA LED PENDENTE LP-405D SMD 132W 3000K
6186,PENDENTE,PENDENTE LP-405P 132W 3000K
6187,PENDENTE,PENDENTE LED LP-201D 3000K 35W
6189,ARANDELA,ARANDELA LED ACRÍLICA ALA-006D 6W 3 EM 1
6190,ARANDELA,ARANDELA LED ALN-001C 8W 3500K
6191,LUSTRE,LUSTRE LED LTM-02 GU10 63W 3000K
6192,LUSTRE,LUSTRE LED LTM-03 GU10 56W 3000K
6193,LUSTRE,LUSTRE LED LTM-04 GU10 98W 3000K
6195,PERFIL LED,"PERFIL DE EMBUTIR PE006 2M 24,2MMx18MM"
6197,PERFIL LED,PERFIL PE007P PRETO 3M 23x26.7mm ALUMINIO
6198,PERFIL LED,PERFIL PE012 3M 15.5x15.5mm ALUMINIO
6199,KIT EMENDA,KIT EMENDA/FONTE PARA FITA LED 2835-3535
6200,REFLETOR,REFLETOR LED SLIM LV-01 30W VERDE
6201,ARANDELA,ARANDELA LED ACRILICA ALA-002L 9W 3 EM 1
6202,PENDENTE,PENDENTE LED ACRÍLICO ACR-004 15W 3000K
6203,PENDENTE,PENDENTE LED ACRÍLICO ACR-005 30W 3000K
6204,ARANDELA,ARANDELA LED ACRÍLICA ALA-003A
6205,ARANDELA,ARANDELA LED ACRÍLICA ALA-003B
6206,LUM DE MESA,LUMI DE MESA ACRÍLICA LMA-002D
6207,PENDENTE,PENDENTE LP-201P PRETO 35W 3000K
6208,LUSTRE,LUSTRE LTX-013 25W 3000K
6209,LUSTRE,LUSTRE LED LTX-014 3000K 30W
6210,LUSTRE,LUSTRE LTP-023 25W 3000K
6211,LUSTRE,LUSTRE LTR-020 E14x28
6212,LUSTRE,LUSTRE LTR-021 E14x42
6213,PENDENTE,PENDENTE NT-102D E27x1
6214,PENDENTE,PENDENTE ACR-009D 3000K 25W
6215,PENDENTE,PENDENTE ACR-010D 3000K 15W
6216,PENDENTE,PENDENTE LED LP-603P 20W 3000K
6217,PENDENTE,PENDENTE LED LP-603D 20W 3000K
6218,PENDENTE,PENDENTE LP-027P 30W 3000K
6219,PENDENTE,PENDENTE LP-027D 30W 3000K
6220,ARANDELA,ARANDELA LED ALN-101B 12W 3000K
6221,ARANDELA,ARANDELA ALN-101D 12W 3000K
6222,LUSTRE,LUSTRE LTB-006G G9x12
6223,ARANDELA,ARANDELA ALM-201G 2W
6224,ARANDELA,ARANDELA ALM-202G 4W
6225,ARANDELA,ARANDELA ALM-203G 6W
6226,ARANDELA,ARANDELA ALM-204G 8W
6230,PENDENTE,PENDENTE LED CONEXION-001D 3000K 85W
6231,LUM DE CHÃO,LUMINÁRIA DE CHÃO LED LC-601S 35W 4000K
6232,ARANDELA,ARANDELA LED ACRILICA ALA-007D 3000K 10W
6233,REFLETOR,REFLETOR LED SLIM LB-01 500W 6500K
6234,PENDENTE,PENDENTE LED ACRÍLICO ACR-006D 30W 3000K
6235,SPOT,LUMINARIA SPOT TRILHO ST-007B 7W 3000K BRANCA
6236,SPOT,LUMINARIA SPOT TRILHO ST-007B 7W 6500K BRANCA
6237,SPOT,LUMINARIA SPOT TRILHO ST-007P 7W 3000K PRETA
6238,SPOT,LUMINARIA SPOT TRILHO ST-007P 7W 6500K PRETA
6239,SPOT,LUMINARIA SPOT TRILHO ST-010B 10W 3000K BRANCA
6240,SPOT,LUMINARIA SPOT TRILHO ST-010B 10W 6500K BRANCA
6241,SPOT,LUMINARIA SPOT TRILHO ST-010P 10W 3000K PRETA
6242,SPOT,LUMINARIA SPOT TRILHO ST-010P 10W 6500K PRETA
6243,SPOT,LUMINARIA SPOT TRILHO ST-020B 20W 3000K BRANCA
6244,SPOT,LUMINARIA SPOT TRILHO ST-020B 20W 6500K BRANCA
6245,SPOT,LUMINARIA SPOT TRILHO ST-020P 20W 3000K PRETA
6246,SPOT,LUMINARIA SPOT TRILHO ST-020P 20W 6500K PRETA
6247,LUM TRILHO,EMENDA I PARA TRILHO ST PRETO
6248,LUM TRILHO,EMENDA I PARA TRILHO ST BRANCO
6249,LUM TRILHO,EMENDA L PARA TRILHO ST PRETO
6250,LUM TRILHO,EMENDA L PARA TRILHO ST BRANCO
6251,LUM INDUSTRIAL,LUMINARIA UFO INDUSTRIAL 100W 100-240V 6500K
6252,LUM INDUSTRIAL,LUMINARIA UFO INDUSTRIAL 150W 100-240V 6500K
6253,LUM INDUSTRIAL,LUMINARIA UFO INDUSTRIAL 200W 100-240V 6500K
6254,LUM INDUSTRIAL,LUMINARIA UFO INDUSTRIAL 300W 100-240V 6500K
6255,LUM TRILHO,TRILHO PARA LUMINARIA ST SPOT PRETO 1M ABS
6256,LUM TRILHO,TRILHO PARA LUMINARIA ST SPOT BRANCO 1M ABS
6257,LUM TRILHO,TRILHO PARA LUMINARIA ST SPOT PRETO 2M ABS
6258,LUM TRILHO,TRILHO PARA LUMINARIA ST SPOT BRANCO 2M ABS
6259,LUM SOBREPOR,LUMINARIA SELENE 002D DOURADO 45W 3 EM 1
6260,LUM PUBLICA,ILUMINAÇÃO PÚBLICA LED IPL-001 50W 5000K
6261,LUM PUBLICA,ILUMINAÇÃO PÚBLICA LED C/ BASE FOTOCÉLULA IPLB-001 50W 5000K
6262,LUM PUBLICA,ILUMINAÇÃO PÚBLICA LED IPL-002 100W 5000K
6263,LUM PUBLICA,ILUMINAÇÃO PÚBLICA LED C/ BASE FOTOCÉLULA IPLB-002 100W
6264,LUM PUBLICA,ILUMINAÇÃO PÚBLICA LED IPL-003 150W 5000K
6265,LUM PUBLICA,ILUMINAÇÃO PÚBLICA LED C/ BASE FOTOCÉLULA IPLB-003 150W 5000K
6266,LUM PUBLICA,ILUMINAÇÃO PÚBLICA LED IPL-004 200W 5000K
6267,LUM PUBLICA,ILUMINAÇÃO PÚBLICA LED C/ BASE FOTOCÉLULA IPLB-004 200W 5000K
6268,LUM EMERGENCIA,LUMINÁRIA DE EMERGÊNCIA 2W 30LEDS 6500K
6269,REFLETOR,REFLETOR SOLAR RSL-050A 50W 6500K
6270,REFLETOR,REFLETOR SOLAR RSL-100A 100W 6500K
6271,REFLETOR,REFLETOR SOLAR RSL-200A 200W 6500K
6272,LUM SOBREPOR,LUMINARIA EMBUTIR REDONDO PL-07RP 12W 6500K
6273,LUM SOBREPOR,LUMINARIA EMBUTIR REDONDO PL-08RP 18W 6500K
6274,LUM SOBREPOR,LUMINARIA EMBUTIR REDONDO PL-09RP 25W 6500K
6275,LUM SOBREPOR,LUMINARIA EMBUTIR QUADRADO PL-03QP 12W 6500K
6276,LUM SOBREPOR,LUMINARIA EMBUTIR QUADRADO PL-04QP 18W 6500K
6277,LUM SOBREPOR,LUMINARIA EMBUTIR QUADRADO PL-05QP 25W 6500K
6278,LUM SOBREPOR,LUMINARIA SOBREPOR REDONDO LT-012RP 12W 6500K
6279,LUM SOBREPOR,LUMINARIA SOBREPOR REDONDO LT-018RP 18W 6500K
6280,LUM SOBREPOR,LUMINARIA SOBREPOR REDONDO LT-024RP 24W 6500K
6281,LUM SOBREPOR,LUMINARIA SOBREPOR QUADRADO LT-012QP 12W 6500K
6282,LUM SOBREPOR,LUMINARIA SOBREPOR QUADRADO LT-018QP 18W 6500K
6283,LUM SOBREPOR,LUMINARIA SOBREPOR QUADRADO LT-018QP 18W 3000K
6284,LUM SOBREPOR,LUMINARIA SOBREPOR QUADRADO LT-024QP 24W 6500K
6285,LUM SOBREPOR,LUMINARIA SOBREPOR QUADRADO LT-024QP 24W 3000K
6286,ARANDELA,ARANDELA LA-410D G9x1
6287,PENDENTE,PENDENTE NT-410D G9x1
6288,PENDENTE,PENDENTE GRAPE-001 G9x3
6289,PENDENTE,PENDENTE LED NTL-009 3W 3000K
6290,ARANDELA,ARANDELA LED SPELL-101BD 9W 3000K
6291,ARANDELA,ARANDELA LED SPELL-101PD 9W 3000K
6292,PENDENTE,PENDENTE LED SPELL-001BD 9W 3000K
6293,PENDENTE,PENDENTE LED SPELL-001PD 9W 3000K
6294,PENDENTE,PENDENTE LED WIZARD-001P 10W 3000K
6295,PENDENTE,PENDENTE LED WIZARD-001D 10W 3000K
6296,PENDENTE,PENDENTE LED WIZARD-101P 10W 3000K
6297,PENDENTE,PENDENTE LED WIZARD-101D 10W 3000K
6298,PENDENTE,LUMINARIA MOLECULAR LM-006 G9X8
6299,LUM DE CHÃO,LUMINÁRIA DE CHÃO LED LC-700D 3000K
6300,LUM DE CHÃO,LUMINÁRIA DE CHÃO LED LC-800D
6301,LUM URBANA,LUMINARIA P/POSTE FOTOCELULA LPP-100B 100W 5000K
6302,LUM URBANA,LUMINARIA P/POSTE FOTOCELULA LPP-150B 150W 5000K
6303,LUM URBANA,LUMINARIA P/POSTE FOTOCELULA LPP-200B 200W 5000K
6304,PENDENTE,LUMINARIA LED PENDENTE LP-501D 75W 3000K
6305,PENDENTE,PENDENTE LED NTL-010 15W 3000K
6306,LUM DE MESA,LUMINÁRIA DE MESA LM-302P 8W 4000K
6307,LUM DE MESA,LUMINÁRIA DE MESA BALANCE-001P 16W 4000K
6308,LUM DE MESA,LUMINÁRIA DE MESA BALANCE-001B 16W 4000K
6312,PENDENTE,PENDENTE NTL-012D 12W 3000K
6313,PENDENTE,PENDENTE NTL-012P 12W 3000K
6314,PENDENTE,PENDENTE NTL-013D 15W 3000K
6315,PENDENTE,PENDENTE NTL-013P 15W 3000K
6316,PENDENTE,PENDENTE NTL-011D 3W 3000K
6317,PENDENTE,PENDENTE LED LP-031D 65W 3000K
6318,PENDENTE,PENDENTE LED LP-030D 26W 3000K
6319,PENDENTE,PENDENTE LED SQUARES-102D 85W 3000K
6320,PENDENTE,PENDENTE LED SQUARES-202D 55W 3000K
6321,PENDENTE,PENDENTE LED SOLARIS-200D 250W 3000K
6322,PENDENTE,PENDENTE LED SOLARIS-003D 65W 3000K
6323,PENDENTE,PENDENTE LED SOLARIS-002D 65W 3000K
6324,PENDENTE,PENDENTE LED SOLARIS-001D 30W 3000K
6325,PENDENTE,PENDENTE LED LP-029B 15W 3000K
6326,PENDENTE,PENDENTE LED SQUARES-201D 48W 3000K
6327,ARANDELA,ARANDELA ATL-002D 3W 3000K
6328,ARANDELA,ARANDELA ATL-001D 6W 3500K
6329,LAMPADA,LAMPADA LED FILAMENTO G80 E27 4W 2200K
6331,LUM DE MESA,LUMINARIA DE MESA CAPRI-001 E27x1
6332,LUM DE MESA,LUMINARIA DE MESA CAPRI-002 E27x1
6333,LUM DE MESA,LUMINARIA DE MESA CAPRI-003 E27x1
6334,PENDENTE,PENDENTE CAPRI-004 E27x1
6335,PENDENTE,PENDENTE CAPRI-005 E27x1
6336,LUM DE CHÃO,LUMINÁRIA DE CHÃO CAPRI-006 E27x1
6337,PENDENTE,PENDENTE LED ACRÍLICO ACR-401D 6W 3500K
6338,PENDENTE,PENDENTE SQUARES-101D 42W 3000K
6339,PENDENTE,PENDENTE LED LP-028N 42W 3000K
6340,PENDENTE,PENDENTE LED LP-031N 24W 3000K
6341,PENDENTE,PENDENTE LED LP-032N 42W 3000K
6346,REFLETOR,REFLETOR LED 20W 6500K 100-240V
6347,REFLETOR,REFLETOR LED 20W VERDE 100-240V
6348,REFLETOR,REFLETOR LED 50W VERDE 100-240V
6349,REFLETOR,REFLETOR LED 50W 6500K 100-240V
6350,REFLETOR,REFLETOR LED 50W 3000K 100-240V
6351,REFLETOR,REFLETOR LED 100W 3000K 100-240V
6352,REFLETOR,REFLETOR LED 200W 6500K 100-240V
6353,REFLETOR,REFLETOR LED 400W 6500K 100-240V
6354,PENDENTE,PENDENTE LPB-007L E27x1
6355,PENDENTE,PENDENTE LPB-003L E27x1
6356,PENDENTE,PENDENTE LPB-004L E27x1
6362,PENDENTE,PENDENTE NTL-300 5W 3000K
6363,PENDENTE,PENDENTE NTL-301 8W 3000K
6364,PENDENTE,PENDENTE NTL-014 5W 3000K
6365,PENDENTE,PENDENTE NTL-015 5W 3000K
6366,ARANDELA,ARANDELA ALA-008D 5W 3000K/4000K/6000K
6367,LUMINARIA,LUMINÁRIA SOBREPOR LSA-001R 15W 3000K
6368,LUMINARIA,LUMINÁRIA SOBREPOR LSA-002R 20W 3 EM 1
6369,LUMINARIA,LUMINÁRIA SOBREPOR LSA-003R 25W 3 EM 1
6370,LUMINARIA,LUMINÁRIA SOBREPOR LSA-001Q 15W 3000K
6371,LUMINARIA,LUMINÁRIA SOBREPOR LSA-002Q 20W 3 EM 1
6372,LUMINARIA,LUMINÁRIA SOBREPOR LSA-003Q 25W 3 EM 1
6375,LUMINARIA,LUMINARIA SELENE 002P PRETO 45W 3 EM 1
6376,PENDENTE,PENDENTE LP-01D SMD 35W 3 EM 1
6384,PENDENTE,PENDENTE LED LP-600 30W 3 EM 1
6388,PENDENTE,PENDENTE LP-02N 40W 3000K
